"Location","nation","Country","gender","field_research","Country_work","PhD_Year","what_participant_group"
"New Zealand","New Zealand","New Zealand","Male","Social Science / Humanities","New Zealand","I did not complete a PhD","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Natural Science","Australia","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"New Zealand","New Zealand","New Zealand","Female","Physical Science (eg. math, physics, chemistry, computer science)","New Zealand","1998","Senior academic researcher with >10 years of experience applying for research grants"
"New Zealand","New Zealand","New Zealand","Male","Medicine and Life Science","New Zealand","1975","Senior academic researcher with >10 years of experience applying for research grants"
"Wisconsin","Australia","United States","Female","Physical Science (eg. math, physics, chemistry, computer science)","Australia","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Other","Australia","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Female","Social Science / Humanities","Australia","1991","Senior academic researcher with >10 years of experience applying for research grants"
"New Zealand","New Zealand","New Zealand","","Medicine and Life Science","New Zealand","1976","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Medicine and Life Science","Australia","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Female","Physical Science (eg. math, physics, chemistry, computer science)","Australia","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Spain","Spain","Spain","Female","Physical Science (eg. math, physics, chemistry, computer science)","Spain","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Natural Science","Australia","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Natural Science","Australia","2002","Senior academic researcher with >10 years of experience applying for research grants"
